input,output,language,instruction
बहुत ही सुंदर और बहुत ही लाजवाब प्रस्तुत किए। आप दोनों ने मिलकर यह संदेश दुनिया को एकदम ही प्रेरणादायक है।,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Khan sir ka interview Bhaiya please ❤️👍🏼lijiye 🙏🙏,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
"हमे मगधी होने पर गर्व है , जय बिहार जय मगध",positive,hindi,Classify the given article as either positive or negative or mix sentiment.
लीना वाला वीडियो तो कंप्लीट कर दीजिए ।,negative,hindi,Classify the given article as either positive or negative or mix sentiment.
dami hai bhaiya ji kahaka he,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
शानदार कहानी,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Hum na Rajput h Nahi Hindu or Nahi Muslim h ham Indian h  Es Galti ke li Saha mauth h,mix,hindi,Classify the given article as either positive or negative or mix sentiment.
R world mera bachpan,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Mene bhi Nepal jane ka plan bnaya tha 😂😂😂,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
एंबुलेंस चोर फरार है पप्पू यादव गिरफ्तार है इसलिए अनंत सिंह  बोलते हैं बिहार मे लौरा  की सरकार है😑 #ReleasePappuYadav,negative,hindi,Classify the given article as either positive or negative or mix sentiment.
RAM Prakash mahto,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Call laga hi nhi haii😂😂😂😉😉😆😆😆.. must notice 👍👍👍😂,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Environment pe bhi  aap achchha kam kar rahe Hahn,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
karikh maharaj ki jay,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Gjb bhaiya,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Great work bro . Aap dono es bihar ko ek din atmnirbhar bnakr hi chhodenge .ye hm nhi aapki jajbat bol rhi hai . Very nice work .aapke jajbe ko salam .jai magadh jai bihar jai hind,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
पापा बेटा का जुगलबंदी❤️,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Rahmaan sir dil se namaste ❤🙏 U r great guruji mere paas v paise  ki bahot dikkat thi lekin jab sir se  mile toh vo hmko free mei padha  rahe hai isbar hmko daroga banna  hai aur guruji ka naam raushan  karna hai ✌✌💪💪🙏🙏,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
Ek dam sahi bhaiya ji 🤣🤣🤣🤣🤣🤣🤣🤣🤣,positive,hindi,Classify the given article as either positive or negative or mix sentiment.
